,qiita_sample_name,box_id,cage_id,collection_timepoint,collection_timestamp,date_colonized,diet,elevation,elevation_units,empo_1,empo_2,empo_3,env_biome,env_feature,env_material,env_package,geo_loc_name,host_age,host_age_units,host_body_habitat,host_body_product,host_body_site,host_common_name,host_scientific_name,host_subject_id,host_taxid,host_weight,host_weight_units,iacuc_institute,iacuc_protocol_id,isolate_number,latitude,latitude_units,life_stage,longitude,longitude_units,mouse_dob,mouse_id,mouse_strain,qiita_study_id,sample_type,scientific_name,sex,taxon_id,tube_id,mouse,dam,sire,date_collected,bacteria_strain,extraction_method,extraction_kit,run,plate,observed_features
42L_Day7_11,12986.42L.Day7.11,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42L,10090.0,not provided,g,UCSD,S16285,11,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42L_Day7_11,42L,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4640
42L_Day7_12,12986.42L.Day7.12,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42L,10090.0,not provided,g,UCSD,S16285,12,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42L_Day7_12,42L,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4640
42L_Day7_13,12986.42L.Day7.13,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42L,10090.0,not provided,g,UCSD,S16285,13,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42L_Day7_13,42L,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4647
42L_Day7_14,12986.42L.Day7.14,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42L,10090.0,not provided,g,UCSD,S16285,14,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42L_Day7_14,42L,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4639
42L_Day7_15,12986.42L.Day7.15,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42L,10090.0,not provided,g,UCSD,S16285,15,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42L_Day7_15,42L,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4640
42L_Day7_16,12986.42L.Day7.16,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42L,10090.0,not provided,g,UCSD,S16285,16,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42L_Day7_16,42L,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4640
42L_Day7_17,12986.42L.Day7.17,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42L,10090.0,not provided,g,UCSD,S16285,17,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42L_Day7_17,42L,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4639
42L_Day7_18,12986.42L.Day7.18,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42L,10090.0,not provided,g,UCSD,S16285,18,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42L_Day7_18,42L,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4640
42L_Day7_19,12986.42L.Day7.19,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42L,10090.0,not provided,g,UCSD,S16285,19,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42L_Day7_19,42L,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4640
42L_Day7_2,12986.42L.Day7.2,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42L,10090.0,not provided,g,UCSD,S16285,2,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42L_Day7_2,42L,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4638
42L_Day7_20,12986.42L.Day7.20,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42L,10090.0,not provided,g,UCSD,S16285,20,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42L_Day7_20,42L,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4640
42L_Day7_21,12986.42L.Day7.21,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42L,10090.0,not provided,g,UCSD,S16285,21,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42L_Day7_21,42L,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4640
42L_Day7_22,12986.42L.Day7.22,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42L,10090.0,not provided,g,UCSD,S16285,22,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42L_Day7_22,42L,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4646
42L_Day7_23,12986.42L.Day7.23,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42L,10090.0,not provided,g,UCSD,S16285,23,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42L_Day7_23,42L,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4646
42L_Day7_24,12986.42L.Day7.24,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42L,10090.0,not provided,g,UCSD,S16285,24,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42L_Day7_24,42L,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4646
42L_Day7_3,12986.42L.Day7.3,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42L,10090.0,not provided,g,UCSD,S16285,3,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42L_Day7_3,42L,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4640
42L_Day7_4,12986.42L.Day7.4,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42L,10090.0,not provided,g,UCSD,S16285,4,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42L_Day7_4,42L,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4640
42L_Day7_5,12986.42L.Day7.5,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42L,10090.0,not provided,g,UCSD,S16285,5,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42L_Day7_5,42L,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4646
42L_Day7_6,12986.42L.Day7.6,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42L,10090.0,not provided,g,UCSD,S16285,6,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42L_Day7_6,42L,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4640
42L_Day7_7,12986.42L.Day7.7,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42L,10090.0,not provided,g,UCSD,S16285,7,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42L_Day7_7,42L,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4642
42L_Day7_8,12986.42L.Day7.8,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42L,10090.0,not provided,g,UCSD,S16285,8,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42L_Day7_8,42L,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4640
42L_Day7_9,12986.42L.Day7.9,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42L,10090.0,not provided,g,UCSD,S16285,9,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42L,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42L_Day7_9,42L,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4641
42N_Day7_1,12986.42N.Day7.1,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42N,10090.0,not provided,g,UCSD,S16285,1,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42N_Day7_1,42N,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4637
42N_Day7_10,12986.42N.Day7.10,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42N,10090.0,not provided,g,UCSD,S16285,10,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42N_Day7_10,42N,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4642
42N_Day7_11,12986.42N.Day7.11,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42N,10090.0,not provided,g,UCSD,S16285,11,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42N_Day7_11,42N,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4641
42N_Day7_12,12986.42N.Day7.12,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42N,10090.0,not provided,g,UCSD,S16285,12,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42N_Day7_12,42N,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4646
42N_Day7_13,12986.42N.Day7.13,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42N,10090.0,not provided,g,UCSD,S16285,13,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42N_Day7_13,42N,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4640
42N_Day7_14,12986.42N.Day7.14,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42N,10090.0,not provided,g,UCSD,S16285,14,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42N_Day7_14,42N,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4641
42N_Day7_15,12986.42N.Day7.15,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42N,10090.0,not provided,g,UCSD,S16285,15,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42N_Day7_15,42N,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4640
42N_Day7_16,12986.42N.Day7.16,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42N,10090.0,not provided,g,UCSD,S16285,16,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42N_Day7_16,42N,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4640
42N_Day7_17,12986.42N.Day7.17,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42N,10090.0,not provided,g,UCSD,S16285,17,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42N_Day7_17,42N,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4646
42N_Day7_18,12986.42N.Day7.18,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42N,10090.0,not provided,g,UCSD,S16285,18,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42N_Day7_18,42N,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4640
42N_Day7_19,12986.42N.Day7.19,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42N,10090.0,not provided,g,UCSD,S16285,19,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42N_Day7_19,42N,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4641
42N_Day7_2,12986.42N.Day7.2,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42N,10090.0,not provided,g,UCSD,S16285,2,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42N_Day7_2,42N,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4640
42N_Day7_20,12986.42N.Day7.20,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42N,10090.0,not provided,g,UCSD,S16285,20,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42N_Day7_20,42N,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4646
42N_Day7_21,12986.42N.Day7.21,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42N,10090.0,not provided,g,UCSD,S16285,21,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42N_Day7_21,42N,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4646
42N_Day7_22,12986.42N.Day7.22,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42N,10090.0,not provided,g,UCSD,S16285,22,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42N_Day7_22,42N,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4646
42N_Day7_23,12986.42N.Day7.23,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42N,10090.0,not provided,g,UCSD,S16285,23,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42N_Day7_23,42N,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4640
42N_Day7_24,12986.42N.Day7.24,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42N,10090.0,not provided,g,UCSD,S16285,24,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42N_Day7_24,42N,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4640
42N_Day7_3,12986.42N.Day7.3,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42N,10090.0,not provided,g,UCSD,S16285,3,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42N_Day7_3,42N,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4642
42N_Day7_4,12986.42N.Day7.4,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42N,10090.0,not provided,g,UCSD,S16285,4,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42N_Day7_4,42N,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4641
42N_Day7_5,12986.42N.Day7.5,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42N,10090.0,not provided,g,UCSD,S16285,5,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42N_Day7_5,42N,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4640
42N_Day7_6,12986.42N.Day7.6,,42.0,Day7,9/20/17 10:00,9/13/17,RC,193.0,meters,Host-associated,Animal,Animal distal gut,urban biome,animal-associated habitat,feces,host-associated,USA:CA: San Diego,11.0,weeks,UBERON:feces,UBERON:feces,UBERON:feces,mouse,Mus musculus,42N,10090.0,not provided,g,UCSD,S16285,6,32.842,Decimal degrees,adult,-117.258,Decimal degrees,7/6/17,42N,C57Bl/6,12986.0,fecal culture,mouse gut metagenome,female,410661.0,42N_Day7_6,42N,A1,A,9/20/17,AZ51,magnetic bead,Thermo CORE,2.0,5.0,4639
