feature-id	short-id	qiita_sample_name	cage_id	collection_timepoint	collection_timestamp	date_colonized	diet	host_age	host_age_units	host_subject_id	isolate_number	mouse_dob	mouse_id	sex	tube_id	mouse	dam	sire	date_collected	plate
44N_Month3_9_S161_AZ51_mut	44N_Month3_9	12986.44N.Month3.9	44	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	44N	9	7/3/17	44N	female	44N_Month3_9	44N	A2	A	12/12/17	13
41R_Month1_11_S563_AZ51_mut	41R_Month1_11	12986.41R.Month1.11	41	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	41R	11	7/6/17	41R	male	41R_Month1_11	41R	A1	A	10/17/17	25
43L_Day7_2_S107_AZ51_mut	43L_Day7_2	12986.43L.Day7.2	43	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	43L	2	7/3/17	43L	male	43L_Day7_2	43L	B1	B	9/20/17	6
44N_Month3_6_S137_AZ51_mut	44N_Month3_6	12986.44N.Month3.6	44	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	44N	6	7/3/17	44N	female	44N_Month3_6	44N	A2	A	12/12/17	13
41R_Day7_17_S328_AZ51_mut	41R_Day7_17	12986.41R.Day7.17	41	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	41R	17	7/6/17	41R	male	41R_Day7_17	41R	A1	A	9/20/17	4
44B_Month6_14_S1728_AZ51_mut	44B_Month6_14	12986.44B.Month6.14	44	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	44B	14	7/3/17	44B	female	44B_Month6_14	44B	A2	A	3/13/18	19
44L_Day7_24_S284_AZ51_mut	44L_Day7_24	12986.44L.Day7.24	44	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	44L	24	7/3/17	44L	female	44L_Day7_24	44L	A2	A	9/20/17	7
44N_Day7_19_S242_AZ51_mut	44N_Day7_19	12986.44N.Day7.19	44	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	44N	19	7/3/17	44N	female	44N_Day7_19	44N	A2	A	9/20/17	7
43B_Month6_15_S600_AZ51_mut	43B_Month6_15	12986.43B.Month6.15	43	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	43B	15	7/3/17	43B	male	43B_Month6_15	43B	B1	B	3/13/18	18
43L_Day7_17_S132_AZ51_mut	43L_Day7_17	12986.43L.Day7.17	43	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	43L	17	7/3/17	43L	male	43L_Day7_17	43L	B1	B	9/20/17	6
44R_Day3_16_S414_AZ51_mut	44R_Day3_16	12986.44R.Day3.16	44	Day3	9/16/17 10:00	9/13/17	RC	11	weeks	44R	16	7/3/17	44R	female	44R_Day3_16	44R	A2	A	9/16/17	24
45L_Month6_11_S371_AZ51_mut	45L_Month6_11	12986.45L.Month6.11	45	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	45L	11	7/3/17	45L	female	45L_Month6_11	45L	B1	B	3/13/18	20
43L_Day7_16_S124_AZ51_mut	43L_Day7_16	12986.43L.Day7.16	43	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	43L	16	7/3/17	43L	male	43L_Day7_16	43L	B1	B	9/20/17	6
41R_Month3_20_S1488_AZ51_mut	41R_Month3_20	12986.41R.Month3.20	41	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	41R	20	7/6/17	41R	male	41R_Month3_20	41R	A1	A	12/12/17	10
44R_Month3_6_S141_AZ51_mut	44R_Month3_6	12986.44R.Month3.6	44	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	44R	6	7/3/17	44R	female	44R_Month3_6	44R	A2	A	12/12/17	13
46L_Month6_1_S675_AZ51_mut	46L_Month6_1	12986.46L.Month6.1	46	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	46L	1	7/3/17	46L	female	46L_Month6_1	46L	B1	B	3/13/18	21
44N_Month1_3_S1829_AZ51_mut	44N_Month1_3	12986.44N.Month1.3	44	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	44N	3	7/3/17	44N	female	44N_Month1_3	44N	A2	A	10/17/17	23
41B_Month6_19_S530_AZ51_mut	41B_Month6_19	12986.41B.Month6.19	41	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	41B	19	7/6/17	41B	male	41B_Month6_19	41B	A1	A	3/13/18	17
41R_Day7_21_S36_AZ51_mut	41R_Day7_21	12986.41R.Day7.21	41	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	41R	21	7/6/17	41R	male	41R_Day7_21	41R	A1	A	9/20/17	4
44B_Day7_20_S256_AZ51_mut	44B_Day7_20	12986.44B.Day7.20	44	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	44B	20	7/3/17	44B	female	44B_Day7_20	44B	A2	A	9/20/17	7
41N_Month1_24_S1898_AZ51_mut	41N_Month1_24	12986.41N.Month1.24	41	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	41N	24	7/6/17	41N	male	41N_Month1_24	41N	A1	A	10/17/17	23
44L_Month3_8_S155_AZ51_mut	44L_Month3_8	12986.44L.Month3.8	44	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	44L	8	7/3/17	44L	female	44L_Month3_8	44L	A2	A	12/12/17	13
41B_Month6_6_S521_AZ51_mut	41B_Month6_6	12986.41B.Month6.6	41	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	41B	6	7/6/17	41B	male	41B_Month6_6	41B	A1	A	3/13/18	17
41N_Day7_17_S322_AZ51_mut	41N_Day7_17	12986.41N.Day7.17	41	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	41N	17	7/6/17	41N	male	41N_Day7_17	41N	A1	A	9/20/17	4
44R_Month6_7_S1765_AZ51_mut	44R_Month6_7	12986.44R.Month6.7	44	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	44R	7	7/3/17	44R	female	44R_Month6_7	44R	A2	A	3/13/18	19
41L_Month3_23_S1508_AZ51_mut	41L_Month3_23	12986.41L.Month3.23	41	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	41L	23	7/6/17	41L	male	41L_Month3_23	41L	A1	A	12/12/17	10
41R_Day3_24_S476_AZ51_mut	41R_Day3_24	12986.41R.Day3.24	41	Day3	9/16/17 10:00	9/13/17	RC	11	weeks	41R	24	7/6/17	41R	male	41R_Day3_24	41R	A1	A	9/16/17	24
42R_Month3_11_S1607_AZ51_mut	42R_Month3_11	12986.42R.Month3.11	42	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	42R	11	7/6/17	42R	female	42R_Month3_11	42R	A1	A	12/12/17	11
41B_Month3_21_S1586_AZ51_mut	41B_Month3_21	12986.41B.Month3.21	41	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	41B	21	7/6/17	41B	male	41B_Month3_21	41B	A1	A	12/12/17	11
43L_Day7_3_S115_AZ51_mut	43L_Day7_3	12986.43L.Day7.3	43	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	43L	3	7/3/17	43L	male	43L_Day7_3	43L	B1	B	9/20/17	6
46N_Day3_6_S431_AZ51_mut	46N_Day3_6	12986.46N.Day3.6	46	Day3	9/16/17 10:00	9/13/17	RC	11	weeks	46N	6	7/3/17	46N	female	46N_Day3_6	46N	B1	B	9/16/17	24
41N_Month3_4_S1449_AZ51_mut	41N_Month3_4	12986.41N.Month3.4	41	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	41N	4	7/6/17	41N	male	41N_Month3_4	41N	A1	A	12/12/17	10
42L_Day7_6_S45_AZ51_mut	42L_Day7_6	12986.42L.Day7.6	42	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	42L	6	7/6/17	42L	female	42L_Day7_6	42L	A1	A	9/20/17	5
46L_Month3_23_S276_AZ51_mut	46L_Month3_23	12986.46L.Month3.23	46	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	46L	23	7/3/17	46L	female	46L_Month3_23	46L	B1	B	12/12/17	15
44R_Day7_2_S205_AZ51_mut	44R_Day7_2	12986.44R.Day7.2	44	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	44R	2	7/3/17	44R	female	44R_Day7_2	44R	A2	A	9/20/17	7
44R_Day7_8_S253_AZ51_mut	44R_Day7_8	12986.44R.Day7.8	44	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	44R	8	7/3/17	44R	female	44R_Day7_8	44R	A2	A	9/20/17	7
41B_Month3_15_S1538_AZ51_mut	41B_Month3_15	12986.41B.Month3.15	41	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	41B	15	7/6/17	41B	male	41B_Month3_15	41B	A1	A	12/12/17	11
41B_Month3_8_S1577_AZ51_mut	41B_Month3_8	12986.41B.Month3.8	41	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	41B	8	7/6/17	41B	male	41B_Month3_8	41B	A1	A	12/12/17	11
44L_Month6_17_S1748_AZ51_mut	44L_Month6_17	12986.44L.Month6.17	44	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	44L	17	7/3/17	44L	female	44L_Month6_17	44L	A2	A	3/13/18	19
42N_Month6_19_S532_AZ51_mut	42N_Month6_19	12986.42N.Month6.19	42	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	42N	19	7/6/17	42N	female	42N_Month6_19	42N	A1	A	3/13/18	17
41L_Month1_14_S490_AZ51_mut	41L_Month1_14	12986.41L.Month1.14	41	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	41L	14	7/6/17	41L	male	41L_Month1_14	41L	A1	A	10/17/17	25
43L_Day7_1_S99_AZ51_mut	43L_Day7_1	12986.43L.Day7.1	43	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	43L	1	7/3/17	43L	male	43L_Day7_1	43L	B1	B	9/20/17	6
44R_Day7_1_S197_AZ51_mut	44R_Day7_1	12986.44R.Day7.1	44	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	44R	1	7/3/17	44R	female	44R_Day7_1	44R	A2	A	9/20/17	7
41LL_Day7_6_S_AZ51_mut	41LL_Day7_6	12986.41LL.Day7.6	41	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	41LL	6	7/6/17	41LL	male	41LL_Day7_6	41LL	A1	A	9/20/17	4
46N_Month1_9_S551_AZ51_mut	46N_Month1_9	12986.46N.Month1.9	46	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	46N	9	7/3/17	46N	female	46N_Month1_9	46N	B1	B	10/17/17	25
41L_Month6_10_S459_AZ51_mut	41L_Month6_10	12986.41L.Month6.10	41	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	41L	10	7/6/17	41L	male	41L_Month6_10	41L	A1	A	3/13/18	16
41N_Day7_15_S306_AZ51_mut	41N_Day7_15	12986.41N.Day7.15	41	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	41N	15	7/6/17	41N	male	41N_Day7_15	41N	A1	A	9/20/17	4
44R_Month1_23_S566_AZ51_mut	44R_Month1_23	12986.44R.Month1.23	44	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	44R	23	7/3/17	44R	female	44R_Month1_23	44R	A2	A	10/17/17	25
42R_Month3_12_S1615_AZ51_mut	42R_Month3_12	12986.42R.Month3.12	42	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	42R	12	7/6/17	42R	female	42R_Month3_12	42R	A1	A	12/12/17	11
45N_Month3_11_S1697_AZ51_mut	45N_Month3_11	12986.45N.Month3.11	45	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	45N	11	7/3/17	45N	female	45N_Month3_11	45N	B1	B	12/12/17	14
45R_Month3_4_S221_AZ51_mut	45R_Month3_4	12986.45R.Month3.4	45	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	45R	4	7/3/17	45R	female	45R_Month3_4	45R	B1	B	12/12/17	15
41N_Month3_13_S1426_AZ51_mut	41N_Month3_13	12986.41N.Month3.13	41	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	41N	13	7/6/17	41N	male	41N_Month3_13	41N	A1	A	12/12/17	10
44N_Month6_20_S177_AZ51_mut	44N_Month6_20	12986.44N.Month6.20	44	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	44N	20	7/3/17	44N	female	44N_Month6_20	44N	A2	A	3/13/18	19
46N_Day3_17_S424_AZ51_mut	46N_Day3_17	12986.46N.Day3.17	46	Day3	9/16/17 10:00	9/13/17	RC	11	weeks	46N	17	7/3/17	46N	female	46N_Day3_17	46N	B1	B	9/16/17	24
44L_Day7_11_S275_AZ51_mut	44L_Day7_11	12986.44L.Day7.11	44	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	44L	11	7/3/17	44L	female	44L_Day7_11	44L	A2	A	9/20/17	7
42L_Month6_20_S542_AZ51_mut	42L_Month6_20	12986.42L.Month6.20	42	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	42L	20	7/6/17	42L	female	42L_Month6_20	42L	A1	A	3/13/18	17
44L_Month6_2_S172_AZ51_mut	44L_Month6_2	12986.44L.Month6.2	44	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	44L	2	7/3/17	44L	female	44L_Month6_2	44L	A2	A	3/13/18	19
45L_Month6_3_S307_AZ51_mut	45L_Month6_3	12986.45L.Month6.3	45	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	45L	3	7/3/17	45L	female	45L_Month6_3	45L	B1	B	3/13/18	20
41B_Month6_24_S570_AZ51_mut	41B_Month6_24	12986.41B.Month6.24	41	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	41B	24	7/6/17	41B	male	41B_Month6_24	41B	A1	A	3/13/18	17
43N_Month6_8_S633_AZ51_mut	43N_Month6_8	12986.43N.Month6.8	43	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	43N	8	7/3/17	43N	male	43N_Month6_8	43N	B1	B	3/13/18	18
45R_Month3_15_S214_AZ51_mut	45R_Month3_15	12986.45R.Month3.15	45	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	45R	15	7/3/17	45R	female	45R_Month3_15	45R	B1	B	12/12/17	15
42L_Day7_22_S78_AZ51_mut	42L_Day7_22	12986.42L.Day7.22	42	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	42L	22	7/6/17	42L	female	42L_Day7_22	42L	A1	A	9/20/17	5
44L_Month3_24_S188_AZ51_mut	44L_Month3_24	12986.44L.Month3.24	44	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	44L	24	7/3/17	44L	female	44L_Month3_24	44L	A2	A	12/12/17	13
42N_Day7_2_S11_AZ51_mut	42N_Day7_2	12986.42N.Day7.2	42	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	42N	2	7/6/17	42N	female	42N_Day7_2	42N	A1	A	9/20/17	5
41L_Month1_6_S521_AZ51_mut	41L_Month1_6	12986.41L.Month1.6	41	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	41L	6	7/6/17	41L	male	41L_Month1_6	41L	A1	A	10/17/17	25
44B_Month6_24_S1808_AZ51_mut	44B_Month6_24	12986.44B.Month6.24	44	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	44B	24	7/3/17	44B	female	44B_Month6_24	44B	A2	A	3/13/18	19
46N_Day7_20_S1392_AZ51_mut	46N_Day7_20	12986.46N.Day7.20	46	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	46N	20	7/3/17	46N	female	46N_Day7_20	46N	B1	B	9/20/17	8
43B_Month3_14_S16_AZ51_mut	43B_Month3_14	12986.43B.Month3.14	43	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	43B	14	7/3/17	43B	male	43B_Month3_14	43B	B1	B	12/12/17	12
41R_Day3_2_S395_AZ51_mut	41R_Day3_2	12986.41R.Day3.2	41	Day3	9/16/17 10:00	9/13/17	RC	11	weeks	41R	2	7/6/17	41R	male	41R_Day3_2	41R	A1	A	9/16/17	24
46R_Month1_6_S1855_AZ51_mut	46R_Month1_6	12986.46R.Month1.6	46	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	46R	6	7/3/17	46R	female	46R_Month1_6	46R	B1	B	10/17/17	23
46R_Month3_2_S207_AZ51_mut	46R_Month3_2	12986.46R.Month3.2	46	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	46R	2	7/3/17	46R	female	46R_Month3_2	46R	B1	B	12/12/17	15
46R_Month1_5_S1847_AZ51_mut	46R_Month1_5	12986.46R.Month1.5	46	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	46R	5	7/3/17	46R	female	46R_Month1_5	46R	B1	B	10/17/17	23
41L_Month3_21_S1492_AZ51_mut	41L_Month3_21	12986.41L.Month3.21	41	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	41L	21	7/6/17	41L	male	41L_Month3_21	41L	A1	A	12/12/17	10
43L_Month3_2_S11_AZ51_mut	43L_Month3_2	12986.43L.Month3.2	43	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	43L	2	7/3/17	43L	male	43L_Month3_2	43L	B1	B	12/12/17	12
41R_Month10_17_S612_AZ51_mut	41R_Month10_17	12986.41R.Month10.17	41	Month10	7/17/18 10:00	9/13/17	RC	54	weeks	41R	17	7/6/17	41R	male	41R_Month10_17	41R	A1	A	7/17/18	26
41R_Month6_16_S416_AZ51_mut	41R_Month6_16	12986.41R.Month6.16	41	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	41R	16	7/6/17	41R	male	41R_Month6_16	41R	A1	A	3/13/18	16
42N_Day7_1_S3_AZ51_mut	42N_Day7_1	12986.42N.Day7.1	42	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	42N	1	7/6/17	42N	female	42N_Day7_1	42N	A1	A	9/20/17	5
43N_Month6_10_S649_AZ51_mut	43N_Month6_10	12986.43N.Month6.10	43	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	43N	10	7/3/17	43N	male	43N_Month6_10	43N	B1	B	3/13/18	18
43L_Day7_23_S180_AZ51_mut	43L_Day7_23	12986.43L.Day7.23	43	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	43L	23	7/3/17	43L	male	43L_Day7_23	43L	B1	B	9/20/17	6
44L_Month3_4_S123_AZ51_mut	44L_Month3_4	12986.44L.Month3.4	44	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	44L	4	7/3/17	44L	female	44L_Month3_4	44L	A2	A	12/12/17	13
41N_Month6_11_S465_AZ51_mut	41N_Month6_11	12986.41N.Month6.11	41	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	41N	11	7/6/17	41N	male	41N_Month6_11	41N	A1	A	3/13/18	16
44R_Day7_17_S230_AZ51_mut	44R_Day7_17	12986.44R.Day7.17	44	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	44R	17	7/3/17	44R	female	44R_Day7_17	44R	A2	A	9/20/17	7
41L_Day3_10_S457_AZ51_mut	41L_Day3_10	12986.41L.Day3.10	41	Day3	9/16/17 10:00	9/13/17	RC	11	weeks	41L	10	7/6/17	41L	male	41L_Day3_10	41L	A1	A	9/16/17	24
44R_Month1_11_S565_AZ51_mut	44R_Month1_11	12986.44R.Month1.11	44	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	44R	11	7/3/17	44R	female	44R_Month1_11	44R	A2	A	10/17/17	25
43B_Month6_6_S623_AZ51_mut	43B_Month6_6	12986.43B.Month6.6	43	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	43B	6	7/3/17	43B	male	43B_Month6_6	43B	B1	B	3/13/18	18
42L_Month6_7_S533_AZ51_mut	42L_Month6_7	12986.42L.Month6.7	42	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	42L	7	7/6/17	42L	female	42L_Month6_7	42L	A1	A	3/13/18	17
42N_Month3_3_S1539_AZ51_mut	42N_Month3_3	12986.42N.Month3.3	42	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	42N	3	7/6/17	42N	female	42N_Month3_3	42N	A1	A	12/12/17	11
41B_Month3_20_S1578_AZ51_mut	41B_Month3_20	12986.41B.Month3.20	41	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	41B	20	7/6/17	41B	male	41B_Month3_20	41B	A1	A	12/12/17	11
41B_Month3_1_S1521_AZ51_mut	41B_Month3_1	12986.41B.Month3.1	41	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	41B	1	7/6/17	41B	male	41B_Month3_1	41B	A1	A	12/12/17	11
44N_Month1_1_S181_AZ51_mut	44N_Month1_1	12986.44N.Month1.1	44	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	44N	1	7/3/17	44N	female	44N_Month1_1	44N	A2	A	10/17/17	23
44L_Day7_17_S228_AZ51_mut	44L_Day7_17	12986.44L.Day7.17	44	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	44L	17	7/3/17	44L	female	44L_Day7_17	44L	A2	A	9/20/17	7
41LL_Month3_3_S1445_AZ51_mut	41LL_Month3_3	12986.41LL.Month3.3	41	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	41LL	3	7/6/17	41LL	male	41LL_Month3_3	41LL	A1	A	12/12/17	10
43R_Day7_21_S166_AZ51_mut	43R_Day7_21	12986.43R.Day7.21	43	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	43R	21	7/3/17	43R	male	43R_Day7_21	43R	B1	B	9/20/17	6
46N_Month10_15_S600_AZ51_mut	46N_Month10_15	12986.46N.Month10.15	46	Month10	7/17/18 10:00	9/13/17	RC	54	weeks	46N	15	7/3/17	46N	female	46N_Month10_15	46N	B1	B	7/17/18	26
43R_Month3_1_S5_AZ51_mut	43R_Month3_1	12986.43R.Month3.1	43	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	43R	1	7/3/17	43R	male	43R_Month3_1	43R	B1	B	12/12/17	12
44N_Month6_15_S17_AZ51_mut	44N_Month6_15	12986.44N.Month6.15	44	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	44N	15	7/3/17	44N	female	44N_Month6_15	44N	A2	A	3/13/18	19
42R_Day7_11_S87_AZ51_mut	42R_Day7_11	12986.42R.Day7.11	42	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	42R	11	7/6/17	42R	female	42R_Day7_11	42R	A1	A	9/20/17	5
45N_Month6_23_S370_AZ51_mut	45N_Month6_23	12986.45N.Month6.23	45	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	45N	23	7/3/17	45N	female	45N_Month6_23	45N	B1	B	3/13/18	20
46N_Month6_23_S754_AZ51_mut	46N_Month6_23	12986.46N.Month6.23	46	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	46N	23	7/3/17	46N	female	46N_Month6_23	46N	B1	B	3/13/18	21
41L_Month1_2_S489_AZ51_mut	41L_Month1_2	12986.41L.Month1.2	41	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	41L	2	7/6/17	41L	male	41L_Month1_2	41L	A1	A	10/17/17	25
45L_Month6_10_S363_AZ51_mut	45L_Month6_10	12986.45L.Month6.10	45	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	45L	10	7/3/17	45L	female	45L_Month6_10	45L	B1	B	3/13/18	20
44N_Month3_11_S177_AZ51_mut	44N_Month3_11	12986.44N.Month3.11	44	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	44N	11	7/3/17	44N	female	44N_Month3_11	44N	A2	A	12/12/17	13
43L_Month6_16_S604_AZ51_mut	43L_Month6_16	12986.43L.Month6.16	43	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	43L	16	7/3/17	43L	male	43L_Month6_16	43L	B1	B	3/13/18	18
46L_Month6_5_S707_AZ51_mut	46L_Month6_5	12986.46L.Month6.5	46	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	46L	5	7/3/17	46L	female	46L_Month6_5	46L	B1	B	3/13/18	21
45L_Month6_9_S355_AZ51_mut	45L_Month6_9	12986.45L.Month6.9	45	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	45L	9	7/3/17	45L	female	45L_Month6_9	45L	B1	B	3/13/18	20
45R_Month6_19_S342_AZ51_mut	45R_Month6_19	12986.45R.Month6.19	45	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	45R	19	7/3/17	45R	female	45R_Month6_19	45R	B1	B	3/13/18	20
46N_Day3_4_S415_AZ51_mut	46N_Day3_4	12986.46N.Day3.4	46	Day3	9/16/17 10:00	9/13/17	RC	11	weeks	46N	4	7/3/17	46N	female	46N_Day3_4	46N	B1	B	9/16/17	24
46R_Month3_10_S271_AZ51_mut	46R_Month3_10	12986.46R.Month3.10	46	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	46R	10	7/3/17	46R	female	46R_Month3_10	46R	B1	B	12/12/17	15
46L_Month6_3_S691_AZ51_mut	46L_Month6_3	12986.46L.Month6.3	46	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	46L	3	7/3/17	46L	female	46L_Month6_3	46L	B1	B	3/13/18	21
46N_Day7_10_S1407_AZ51_mut	46N_Day7_10	12986.46N.Day7.10	46	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	46N	10	7/3/17	46N	female	46N_Day7_10	46N	B1	B	9/20/17	8
45N_Month6_17_S322_AZ51_mut	45N_Month6_17	12986.45N.Month6.17	45	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	45N	17	7/3/17	45N	female	45N_Month6_17	45N	B1	B	3/13/18	20
44R_Month1_1_S485_AZ51_mut	44R_Month1_1	12986.44R.Month1.1	44	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	44R	1	7/3/17	44R	female	44R_Month1_1	44R	A2	A	10/17/17	25
44B_Month6_1_S1719_AZ51_mut	44B_Month6_1	12986.44B.Month6.1	44	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	44B	1	7/3/17	44B	female	44B_Month6_1	44B	A2	A	3/13/18	19
41B_Day7_14_S10_AZ51_mut	41B_Day7_14	12986.41B.Day7.14	41	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	41B	14	7/6/17	41B	male	41B_Day7_14	41B	A1	A	9/20/17	5
42N_Month3_21_S1588_AZ51_mut	42N_Month3_21	12986.42N.Month3.21	42	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	42N	21	7/6/17	42N	female	42N_Month3_21	42N	A1	A	12/12/17	11
43N_Day7_9_S161_AZ51_mut	43N_Day7_9	12986.43N.Day7.9	43	Day7	9/20/17 10:00	9/13/17	RC	11	weeks	43N	9	7/3/17	43N	male	43N_Day7_9	43N	B1	B	9/20/17	6
41L_Day3_12_S473_AZ51_mut	41L_Day3_12	12986.41L.Day3.12	41	Day3	9/16/17 10:00	9/13/17	RC	11	weeks	41L	12	7/6/17	41L	male	41L_Day3_12	41L	A1	A	9/16/17	24
45R_Month3_20_S254_AZ51_mut	45R_Month3_20	12986.45R.Month3.20	45	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	45R	20	7/3/17	45R	female	45R_Month3_20	45R	B1	B	12/12/17	15
42N_Month3_16_S1548_AZ51_mut	42N_Month3_16	12986.42N.Month3.16	42	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	42N	16	7/6/17	42N	female	42N_Month3_16	42N	A1	A	12/12/17	11
45L_Month3_7_S1667_AZ51_mut	45L_Month3_7	12986.45L.Month3.7	45	Month3	12/12/17 10:00	9/13/17	RC	23	weeks	45L	7	7/3/17	45L	female	45L_Month3_7	45L	B1	B	12/12/17	14
41LL_Month6_8_S445_AZ51_mut	41LL_Month6_8	12986.41LL.Month6.8	41	Month6	3/13/18 10:00	9/13/17	RC	36	weeks	41LL	8	7/6/17	41LL	male	41LL_Month6_8	41LL	A1	A	3/13/18	16
41L_Month1_21_S546_AZ51_mut	41L_Month1_21	12986.41L.Month1.21	41	Month1	10/17/17 10:00	9/13/17	RC	15	weeks	41L	21	7/6/17	41L	male	41L_Month1_21	41L	A1	A	10/17/17	25
